"<string>:{series}:zhTW","<string>:{series}:jaJP","<string>:{series}:enUS","<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<number>:rare","<string>:type","<number>:attack","<number>:criticalRate","<number>:defense","<string>:{element}:{attack}:type","<number>:{element}:{attack}:minValue","<null>:{element}:{attack}:maxValue","<string>:{element}:{status}:type","<number>:{element}:{status}:minValue","<null>:{element}:{status}:maxValue","<number>:{sharpness}:red","<number>:{sharpness}:orange","<number>:{sharpness}:yellow","<number>:{sharpness}:green","<number>:{sharpness}:blue","<number>:{sharpness}:white","<null>:{sharpness}:purple","<number>:[slots]:{0}:size","<number>:[slots]:{1}:size","<number>:[slots]:{2}:size","<number>:{enhance}:amount","<string>:{enhance}:[list]:{0}:name","<string>:{enhance}:[list]:{1}:name","<string>:{enhance}:[list]:{2}:name","<string>:{enhance}:[list]:{3}:name","<string>:{enhance}:[list]:{4}:name","<string>:{enhance}:[list]:{5}:name","<string>:{enhance}:[list]:{6}:name","<string>:{enhance}:[list]:{7}:name","<string>:{enhance}:[list]:{8}:name","<string>:{enhance}:[list]:{9}:name","<string>:{enhance}:[list]:{10}:name","<string>:{enhance}:[list]:{11}:name","<string>:{enhance}:[list]:{12}:name","<string>:{enhance}:[list]:{13}:name","<string>:{enhance}:[list]:{14}:name","<string>:{enhance}:[list]:{15}:name","<string>:{enhance}:[list]:{16}:name","<string>:{enhance}:[list]:{17}:name","<string>:{enhance}:[list]:{18}:name","<string>:{enhance}:[list]:{19}:name","<string>:{enhance}:[list]:{20}:name","<string>:{enhance}:[list]:{21}:name","<string>:{enhance}:[list]:{22}:name","<string>:{enhance}:[list]:{23}:name","<string>:{enhance}:[list]:{24}:name","<string>:{enhance}:[list]:{25}:name","<string>:{enhance}:[list]:{26}:name","<string>:{enhance}:[list]:{27}:name","<string>:{enhance}:[list]:{28}:name","<string>:{enhance}:[list]:{29}:name","<string>:{enhance}:[list]:{30}:name","<string>:{enhance}:[list]:{31}:name","<string>:{enhance}:[list]:{32}:name","<string>:{enhance}:[list]:{33}:name","<string>:{enhance}:[list]:{34}:name"
"飛甲蟲","リエルウノルージュ","Insect Glaive Independent","赤紅飛蟲棍零II","リエルセロルージュII","Rielle Nulo Red II","5","insectGlaive","160","0","0","fire","16","","","","","150","40","20","60","60","10","","3","1","","1","屬性強化【火】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","リエルウノルージュ","Insect Glaive Independent","赤紅飛蟲棍壹","リエルウノルージュ","Rielle Vermiglio","6","insectGlaive","180","0","0","fire","20","","","","","160","40","20","40","50","30","","3","1","","1","屬性強化【火】III","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(龍)","リエルウノノワール","Insect Glaive Independent","漆黑飛蟲棍零I","リエルセロノワールI","Rielle Nulo Black I","4","insectGlaive","140","0","0","dragon","15","","","","","150","40","30","60","60","10","","3","1","","1","屬性強化【龍】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(龍)","リエルウノノワール","Insect Glaive Independent","漆黑飛蟲棍零II","リエルセロノワールII","Rielle Nulo Black II","5","insectGlaive","160","0","0","dragon","17","","","","","150","40","20","60","60","10","","3","1","","1","屬性強化【龍】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(龍)","リエルウノノワール","Insect Glaive Independent","漆黑飛蟲棍壹","リエルウノノワール","Rielle Nerissimo","6","insectGlaive","180","0","0","dragon","20","","","","","160","40","20","40","50","30","","3","1","","1","屬性強化【龍】III","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(冰)","リエルウノブラン","Insect Glaive Independent","雪白飛蟲棍零I","リエルセロブランI","Rielle Nulo White I","3","insectGlaive","120","0","0","ice","12","","","","","120","20","30","80","","","","","","","1","屬性強化【冰】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(冰)","リエルウノブラン","Insect Glaive Independent","雪白飛蟲棍零II","リエルセロブランII","Rielle Nulo White II","5","insectGlaive","160","0","0","ice","16","","","","","150","20","20","80","60","10","","3","1","","1","屬性強化【冰】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(冰)","リエルウノブラン","Insect Glaive Independent","雪白飛蟲棍壹","リエルウノブラン","Rielle Unu White","6","insectGlaive","170","0","0","ice","18","","","","","160","40","20","40","50","30","","3","1","","1","屬性強化【冰】III","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(麻痺)","リエルウノベルデ","Insect Glaive Independent","綠花飛蟲棍零I","リエルセロベルデI","Rielle Nulo Green I","2","insectGlaive","100","0","0","","","","paralysis","15","","120","20","20","48","","","","","","","1","屬性強化【麻痺】I","攻擊力強化II","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(麻痺)","リエルウノベルデ","Insect Glaive Independent","綠花飛蟲棍零II","リエルセロベルデII","Rielle Nulo Green II","5","insectGlaive","130","0","0","","","","paralysis","18","","150","40","30","60","60","10","","1","1","1","1","屬性強化【麻痺】I","攻擊力強化II","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(麻痺)","リエルウノベルデ","Insect Glaive Independent","綠花飛蟲棍壹","リエルウノベルデ","Rielle Unu Green","6","insectGlaive","170","0","0","","","","paralysis","20","","160","40","20","40","70","10","","1","1","1","1","屬性強化【麻痺】I","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ鉾ノ幽鬼ギネーヴ","Insect Glaive Independent","禍鉾【封】I","禍ツ鉾【封】I","Sinister Staff I","3","insectGlaive","130","0","0","","","","blast","13","","160","20","40","110","10","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ鉾ノ幽鬼ギネーヴ","Insect Glaive Independent","禍鉾【封】II","禍ツ鉾【封】II","Sinister Staff II","3","insectGlaive","140","0","0","","","","blast","15","","170","20","20","110","20","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ鉾ノ幽鬼ギネーヴ","Insect Glaive Independent","禍鉾幽鬼基涅烏","禍ツ鉾ノ幽鬼ギネーヴ","Sinister Shadowstaff","6","insectGlaive","200","0","0","","","","blast","20","","190","10","20","90","60","20","","2","1","","1","屬性強化【爆破】II","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","金砕棍ゴーデンライ","Insect Glaive Independent","金碎棍棒I","金砕棍棒I","Metal Mauler I","5","insectGlaive","180","-20","0","thunder","18","","","","","60","40","120","110","10","","","","","","1","屬性強化【雷】I","會心率強化I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","金砕棍ゴーデンライ","Insect Glaive Independent","金碎棍棒II","金砕棍棒II","Metal Mauler II","6","insectGlaive","200","-20","0","thunder","20","","","","","60","30","150","100","8","","","3","","","1","屬性強化【雷】II","會心率強化I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","金砕棍ゴーデンライ","Insect Glaive Independent","金碎棍豪電雷","金砕棍ゴーデンライ","Metalmangler","7","insectGlaive","220","-20","","thunder","22","","","","","80","32","60","80","12","10","","3","","","5","屬性強化【雷】II","會心率強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風翔リ","Insect Glaive Independent","暴風神蟲棍I","あかしまの神棍I","Azure Elder Glaive I","5","insectGlaive","180","0","0","dragon","10","","","","","20","20","20","40","100","","","","","","1","屬性強化【龍】III","空棲系特效","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風翔リ","Insect Glaive Independent","暴風神蟲棍II","あかしまの神棍II","Azure Elder Glaive II","6","insectGlaive","200","0","0","dragon","12","","","","","20","20","50","50","150","10","","","","","1","屬性強化【龍】III","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","神淵ノ風翔リ","Insect Glaive Independent","神淵風翔棍","神淵ノ風翔リ","Abyssal Gale Glaive","7","insectGlaive","210","0","","dragon","14","","","","","20","20","72","48","100","20","","","","","5","屬性強化【龍】IV","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷翔リ","Insect Glaive Independent","雷鳴神蟲棍I","かんなりの神棍I","Thunderbolt Glaive I","6","insectGlaive","170","0","0","thunder","36","","","","","20","20","190","40","50","20","","","","","1","攻擊力強化II","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","神源ノ雷翔リ","Insect Glaive Independent","神源雷翔棍","神源ノ雷翔リ","Abyssal Storm Glaive","7","insectGlaive","180","0","","thunder","38","","","","","8","12","200","32","48","40","","","","","5","攻擊力強化III","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","クイド=ダオラ","Insect Glaive Independent","靈魂鋼龍棍I","ウルス=ダオラI","Daora's Entom I","6","insectGlaive","170","0","0","ice","34","","","","","50","100","110","60","40","30","","1","","","1","屬性強化【冰】I","攻擊力強化II","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","クイド=ダオラ","Insect Glaive Independent","冰體鋼龍棍","クイド=ダオラ","Daora's Tethidine","7","insectGlaive","180","0","","ice","36","","","","","40","80","80","40","32","50","","1","","","5","屬性強化【冰】II","攻擊力強化III","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"霞龍","ヘイズキャスター","Insect Glaive Independent","滾輪蟲棍I","キャスターロッドI","Caster's Rod I","6","insectGlaive","180","0","0","","","","poison","35","","60","130","40","100","40","20","","2","1","1","1","攻擊力強化II","防禦力強化III","霞龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","ヘイズキャスター","Insect Glaive Independent","煙霧輪棍","ヘイズキャスター","Hazy Caster","7","insectGlaive","190","0","","","","","poison","38","","20","100","32","80","20","50","","2","1","1","5","攻擊力強化III","防禦力強化III","霞龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","龍天棍シュミカーメン","Insect Glaive Independent","赫翼銳棍I","赫翼の鋭棍I","Redwing Glaive I","6","insectGlaive","160","0","","dragon","35","","","","","120","","","","","60","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","龍天棍シュミカーメン","Insect Glaive Independent","龍天棍茜紅之舒梅克","龍天棍シュミカーメン","Reddnaught Shuma","7","insectGlaive","170","0","","dragon","38","","","","","60","","","","","80","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"死神","禍棍ガラモルス","Insect Glaive Independent","暴君I","デスポートI","Deathport Staff I","2","insectGlaive","100","0","15","dragon","16","","","","","60","70","40","28","","","","","","","1","屬性強化【龍】I","攻擊力強化II","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"死神","禍棍ガラモルス","Insect Glaive Independent","暴君II","デスポートII","Deathport Staff II","4","insectGlaive","160","0","15","dragon","20","","","","","90","100","40","64","","","","2","2","","1","屬性強化【龍】II","攻擊力強化II","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"死神","禍棍ガラモルス","Insect Glaive Independent","禍棍葛拉摩爾斯","禍棍ガラモルス","Garamorse","5","insectGlaive","210","0","20","dragon","24","","","","","90","100","60","110","30","","","2","2","","1","屬性強化【龍】II","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギア=クレセント","Insect Glaive Independent","魔法少女蟲杖I","マギア=ピタリーンI","Magia Pitareen I","2","insectGlaive","70","0","5","","","","blast","20","","120","40","80","10","","","","","","","1","攻擊力強化II","鐵蟲絲招式強化","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギア=クレセント","Insect Glaive Independent","魔法少女蟲杖II","マギア=ピタリーンII","Magia Pitareen II","3","insectGlaive","100","0","5","","","","blast","25","","120","40","80","8","","","","","","","1","攻擊力強化III","鐵蟲絲招式強化","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギア=クレセント","Insect Glaive Independent","魔法少女蟲杖III","マギア=ピタリーンIII","Magia Pitareen III","5","insectGlaive","150","0","5","","","","blast","29","","120","50","70","50","50","10","","1","1","1","1","攻擊力強化IV","鐵蟲絲招式強化","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギア=クレセント","Insect Glaive Independent","魔法少女月杖","マギア=クレセント","Magia Crescent","6","insectGlaive","190","0","5","","","","blast","33","","120","60","80","70","50","10","","1","1","1","1","攻擊力強化IV","鐵蟲絲招式強化","防禦力強化III","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鐵匠武器","狩猟筆【花虫画】","Insect Glaive Independent","狩獵筆【跳躍】I","狩猟筆【跳躍】I","Brush Glaive I","5","insectGlaive","200","-10","0","water","8","","","","","60","70","90","32","","","","3","","","1","屬性強化【水】II","操龍達人","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鐵匠武器","狩猟筆【花虫画】","Insect Glaive Independent","狩獵筆【跳躍】II","狩猟筆【跳躍】II","Brush Glaive II","6","insectGlaive","210","-10","0","water","9","","","","","60","80","120","80","10","","","3","","","1","屬性強化【水】III","操龍達人","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鐵匠武器","狩猟筆【花虫画】","Insect Glaive Independent","狩獵筆【花蟲畫】","狩猟筆【花虫画】","Watercolor Glaive","6","insectGlaive","220","-10","0","water","10","","","","","40","60","120","60","20","","","3","","","1","屬性強化【水】IV","操龍達人","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜刃棍【千姿万態】","Insect Glaive Independent","百龍刃棍I","百竜刃棍I","Rampage Glaive I","4","insectGlaive","150","0","0","","","","","","","70","70","90","60","","","","","","","3","攻擊力大強化","攻擊力強化I","會心率強化I","賦予屬性【冰】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【雷】I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜刃棍【千姿万態】","Insect Glaive Independent","百龍刃棍II","百竜刃棍II","Rampage Glaive II","5","insectGlaive","170","0","0","","","","","","","60","70","80","40","","","","","","","3","攻擊力大強化","攻擊力強化I","會心率強化I","無屬性攻擊強化","獵蟲Lv強化I","賦予屬性【冰】I","賦予屬性【毒】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【雷】I","賦予屬性【龍】I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜刃棍【千姿万態】","Insect Glaive Independent","百龍刃棍III","百竜刃棍III","Rampage Glaive III","5","insectGlaive","180","0","0","","","","","","","50","70","80","30","20","","","","","","3","屬性值強化I","攻擊力大強化","攻擊力強化II","會心率大強化","會心率強化II","無屬性攻擊強化","獵蟲Lv強化I","變更銳利度【壹型】","賦予屬性【冰】I","賦予屬性【毒】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【爆破】I","賦予屬性【睡眠】I","賦予屬性【雷】I","賦予屬性【麻痺】I","賦予屬性【龍】I","防禦力強化II","","","","","","","","","","","","","","","","",""
"百龍","百竜刃棍【千姿万態】","Insect Glaive Independent","百龍刃棍IV","百竜刃棍IV","Rampage Glaive IV","6","insectGlaive","190","0","0","","","","","","","50","70","70","30","32","","","","","","3","屬性值強化I","攻擊力大強化","攻擊力強化II","會心率大強化","會心率強化II","無屬性攻擊強化","獵蟲Lv強化II","變更銳利度【壹型】","變更銳利度【貳型】","賦予屬性【冰】II","賦予屬性【毒】I","賦予屬性【水】II","賦予屬性【火】II","賦予屬性【爆破】I","賦予屬性【睡眠】I","賦予屬性【雷】II","賦予屬性【麻痺】I","賦予屬性【龍】II","防禦力強化II","","","","","","","","","","","","","","","",""
"百龍","百竜刃棍【千姿万態】","Insect Glaive Independent","百龍刃棍V","百竜刃棍V","Rampage Glaive V","6","insectGlaive","200","0","0","","","","","","","50","70","50","50","70","10","","","","","3","攻擊力強化III","屬性值強化I","會心率強化III","防禦力強化III","變更銳利度【壹型】","變更銳利度【貳型】","變更銳利度【參型】","無屬性攻擊強化","賦予屬性【火】III","賦予屬性【水】III","賦予屬性【雷】III","賦予屬性【冰】III","賦予屬性【龍】III","賦予屬性【毒】I","賦予屬性【麻痺】I","賦予屬性【睡眠】I","賦予屬性【爆破】I","攻擊力大強化","屬性值大強化","會心率大強化","獵蟲Lv強化III","","","","","","","","","","","","","",""
"","百竜刃棍【千姿万態】","Insect Glaive Independent","百龍刃棍【千姿萬態】","百竜刃棍【千姿万態】","Rampage Glaive S","7","insectGlaive","210","0","","","","","","","","40","60","28","60","32","20","","","","","5","攻擊力強化IV","屬性值強化I","會心率強化IV","防禦力強化III","變更銳利度【壹型】","變更銳利度【貳型】","變更銳利度【參型】","變更銳利度【肆型】","無屬性攻擊強化","賦予屬性【火】III","賦予屬性【水】III","賦予屬性【雷】III","賦予屬性【冰】III","賦予屬性【龍】III","賦予屬性【毒】II","賦予屬性【麻痺】II","賦予屬性【睡眠】II","賦予屬性【爆破】II","攻擊力大強化","屬性值大強化","會心率大強化","獵蟲Lv強化IV","","","","","","","","","","","","",""
"神火","カムラノ忍弓","Bow Kamura","神火鐵弓I","カムラノ鉄弓I","Kamura Iron Bow I","1","bow","60","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化I","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍弓","Bow Kamura","神火鐵弓II","カムラノ鉄弓II","Kamura Iron Bow II","1","bow","70","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化I","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍弓","Bow Kamura","神火鐵弓III","カムラノ鉄弓III","Kamura Iron Bow III","2","bow","100","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化I","會心率強化II","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍弓","Bow Kamura","神火鐵弓IV","カムラノ鉄弓IV","Kamura Iron Bow IV","3","bow","140","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","會心率強化II","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍弓","Bow Kamura","神火鐵弓V","カムラノ鉄弓V","Kamura Iron Bow V","4","bow","160","0","0","","","","","","","","","","","","","","2","","","1","操龍達人","會心率強化III","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍弓","Bow Kamura","神火忍弓","カムラノ忍弓","Kamura Ninja Bow","5","bow","190","0","0","","","","","","","","","","","","","","2","1","","1","操龍達人","會心率強化IV","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"妃蜘蛛","ケア・ド・ネフィラ","Bow Kamura","真誠關愛之巨弓I","真誠なるケアアルクI","Weaver of Flame I","6","bow","150","20","0","fire","25","","","","","","","","","","","","2","1","1","1","屬性強化【火】I","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"妃蜘蛛","ケア・ド・ネフィラ","Bow Kamura","真誠關愛之巨弓II","真誠なるケアアルクII","Weaver of Flame II","6","bow","160","25","0","fire","29","","","","","","","","","","","","2","1","1","1","屬性強化【火】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"妃蜘蛛","ケア・ド・ネフィラ","Bow Kamura","人面蛛之愛","ケア・ド・ネフィラ","Araknatorch","7","bow","170","30","0","fire","33","","","","","","","","","","","","2","1","1","1","屬性強化【火】II","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泡狐龍","なぐるやの遠弓の真弦","Bow Kamura","狐弓露珠亂世情I","狐弓ツユノタマノヲI","Blessed Rain I","3","bow","120","10","0","water","11","","","","","","","","","","","","","","","1","屬性強化【水】I","攻擊力強化II","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泡狐龍","なぐるやの遠弓の真弦","Bow Kamura","狐弓露珠亂世情II","狐弓ツユノタマノヲII","Blessed Rain II","5","bow","190","10","0","water","13","","","","","","","","","","","","1","","","1","屬性強化【水】II","攻擊力強化II","會心率強化II","會心率強化I","屬性強化【水】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","なぐるやの遠弓の真弦","Bow Kamura","投箭遠弓之真弦","なぐるやの遠弓の真弦","Heaven's Manna","6","bow","210","10","","water","15","","","","","","","","","","","","1","","","5","屬性強化【水】II","攻擊力強化III","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天狗獸","大天具・光弓アイゼン","Bow Kamura","天具・光背弓I","天具・光背の弓I","Dawn Ray Bow I","2","bow","110","0","5","","","","","","","","","","","","","","","","","1","攻擊力強化I","曲射效果持續","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天狗獸","大天具・光弓アイゼン","Bow Kamura","天具・光背弓II","天具・光背の弓II","Dawn Ray Bow II","5","bow","170","0","10","","","","","","","","","","","","","","3","","","1","攻擊力強化II","曲射效果持續","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天狗獸","大天具・光弓アイゼン","Bow Kamura","大天具・愛染光弓","大天具・光弓アイゼン","Summit's Grand Glow","6","bow","180","0","10","","","","","","","","","","","","","","3","","","1","攻擊力強化II","曲射效果持續","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"迅龍","闇夜弓【影縫】","Bow Kamura","隱密長弓I","ヒドゥンボウI","Hidden Bow I","3","bow","130","30","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","曲射效果持續","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"迅龍","闇夜弓【影縫】","Bow Kamura","隱密長弓II","ヒドゥンボウII","Hidden Bow II","5","bow","190","35","0","","","","","","","","","","","","","","2","","","1","攻擊力強化III","曲射效果持續","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"迅龍","闇夜弓【影縫】","Bow Kamura","闇夜弓【影縫】","闇夜弓【影縫】","Night Flight","6","bow","210","40","0","","","","","","","","","","","","","","2","","","1","攻擊力強化III","曲射效果持續","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛雷龍","飛雷弓【羽々矢】","","飛雷弓射手大蛇I","飛雷弓イテカガチI","Kadachi Strikebow I","2","bow","100","10","0","thunder","16","","","","","","","","","","","","","","","1","屬性強化【雷】II","攻擊力強化I","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛雷龍","飛雷弓【羽々矢】","Bow Kamura","飛雷弓射手大蛇II","飛雷弓イテカガチII","Kadachi Strikebow II","3","bow","150","15","0","thunder","18","","","","","","","","","","","","","","","1","屬性強化【雷】II","攻擊力強化I","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛雷龍","飛雷弓【羽々矢】","Bow Kamura","飛雷弓射手大蛇III","飛雷弓イテカガチIII","Kadachi Strikebow III","5","bow","180","15","0","thunder","21","","","","","","","","","","","","","","","1","屬性強化【雷】II","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛雷龍","飛雷弓【羽々矢】","Bow Kamura","飛雷弓【羽羽矢】","飛雷弓【羽々矢】","Flying Kadachi Striker","6","bow","190","15","0","thunder","23","","","","","","","","","","","","","","","1","屬性強化【雷】III","攻擊力強化II","會心率強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰牙龍","エーデルバイス","Bow Kamura","寒冰發射者I","アイスクレストI","Ice Crest I","2","bow","100","20","0","ice","14","","","","","","","","","","","","","","","1","冰異常特效","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰牙龍","エーデルバイス","Bow Kamura","寒冰發射者II","アイスクレストII","Ice Crest II","3","bow","120","25","0","ice","15","","","","","","","","","","","","","","","1","冰異常特效","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰牙龍","エーデルバイス","Bow Kamura","寒冰發射者III","アイスクレストIII","Ice Crest III","5","bow","180","25","0","ice","17","","","","","","","","","","","","1","1","","1","冰異常特效","攻擊力強化III","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰牙龍","エーデルバイス","Bow Kamura","冰牙凜弓","エーデルバイス","Edelweiss","6","bow","200","30","0","ice","19","","","","","","","","","","","","1","1","","1","冰異常特效","攻擊力強化IV","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒狗龍","ダーティリボルバー","Bow Kamura","毒狗龍左輪I","フロギィリボルバーI","Wroggi Revolver I","2","bow","100","0","0","","","","","","","","","","","","","","","","","1","曲射效果持續","會心率強化I","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒狗龍","ダーティリボルバー","Bow Kamura","毒狗龍左輪II","フロギィリボルバーII","Wroggi Revolver II","2","bow","110","0","0","","","","","","","","","","","","","","","","","1","曲射效果持續","會心率強化II","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒狗龍","ダーティリボルバー","Bow Kamura","卑劣左輪","ダーティリボルバー","Hoodwinker's Revolver","4","bow","160","0","0","","","","","","","","","","","","","","1","1","","1","曲射效果持續","會心率強化II","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"青熊獸","青熊剛弓【蜜壺】","Bow Kamura","青熊弓I","青熊弓I","Arzuros Bow I","1","bow","110","0","15","","","","","","","","","","","","","","","","","1","小型特效","攻擊力強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"青熊獸","青熊剛弓【蜜壺】","Bow Kamura","青熊弓II","青熊弓II","Arzuros Bow II","2","bow","140","0","15","","","","","","","","","","","","","","","","","1","小型特效","攻擊力強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
