"<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<string>:{description}:zhTW","<string>:{description}:jaJP","<string>:{description}:enUS","<string>:level","<string>:{effect}:zhTW","<string>:{effect}:jaJP","<string>:{effect}:enUS"
"幸運","幸運","Good Luck","完成任務獲得的報酬數量容易變多。(從任務中途開始使用不會有效果)。","クエストクリアでもらえる報酬の数が多くなりやすい。(クエストの途中からは効果が得られません)。","Good chance of increased quest rewards. (No effect when joining mid-quest.)","2","提升報酬數增加的機率。","得られる確率が上がる。","Increases luck."
"幸運","幸運","Good Luck","完成任務獲得的報酬數量容易變多。(從任務中途開始使用不會有效果)。","クエストクリアでもらえる報酬の数が多くなりやすい。(クエストの途中からは効果が得られません)。","Good chance of increased quest rewards. (No effect when joining mid-quest.)","3","大幅提升報酬數增加的機率。","得られる確率がさらに上がる。","Greatly increases luck."
"砥石使用高速化","砥石使用高速化","Speed Sharpening","縮短砥石的使用時間。","砥石の使用時間が短くなる。","Speeds up weapon sharpening when using a whetstone.","1","省略研磨動作1次。","研ぎ動作を1回省略。","Removes one cycle from the sharpening process."
"砥石使用高速化","砥石使用高速化","Speed Sharpening","縮短砥石的使用時間。","砥石の使用時間が短くなる。","Speeds up weapon sharpening when using a whetstone.","2","省略研磨動作2次。","研ぎ動作を2回省略。","Removes two cycles from the sharpening process."
"砥石使用高速化","砥石使用高速化","Speed Sharpening","縮短砥石的使用時間。","砥石の使用時間が短くなる。","Speeds up weapon sharpening when using a whetstone.","3","省略研磨動作3次。","研ぎ動作を3回省略。","Removes three cycles from the sharpening process."
"炸彈客","ボマー","Bombardier","提高爆彈系道具的傷害。","爆弾系アイテムのダメージが上がる。","Increases the damage of explosive items.","1","威力1.1倍。","威力1.1倍。","Explosive power +10%"
"炸彈客","ボマー","Bombardier","提高爆彈系道具的傷害。","爆弾系アイテムのダメージが上がる。","Increases the damage of explosive items.","2","威力1.2倍。","威力1.2倍。","Explosive power +20%"
"炸彈客","ボマー","Bombardier","提高爆彈系道具的傷害。","爆弾系アイテムのダメージが上がる。","Increases the damage of explosive items.","3","威力1.3倍。","威力1.3倍。","Explosive power +30%"
"最愛菇類","キノコ大好き","Mushroomancer","可以吃下平常無法食用的菇類，並能獲得有益的效果。","普段は食べられないキノコが食べられるようになり、有効な効果を得られるようになる。","Lets you digest mushrooms that would otherwise be inedible and gain their advantageous effects.","1","已可食用青菇與毒菇。","アオキノコと毒テングダケを食べられるようになる。","Lets you digest blue mushrooms and toadstools."
"最愛菇類","キノコ大好き","Mushroomancer","可以吃下平常無法食用的菇類，並能獲得有益的效果。","普段は食べられないキノコが食べられるようになり、有効な効果を得られるようになる。","Lets you digest mushrooms that would otherwise be inedible and gain their advantageous effects.","2","追加已可食用的爆炸菇與麻痺菇。","更にニトロダケとマヒダケを食べられるようになる。","Additionally lets you digest nitroshrooms and parashrooms."
"最愛菇類","キノコ大好き","Mushroomancer","可以吃下平常無法食用的菇類，並能獲得有益的效果。","普段は食べられないキノコが食べられるようになり、有効な効果を得られるようになる。","Lets you digest mushrooms that would otherwise be inedible and gain their advantageous effects.","3","追加可食用的風茄與心跳加速菇。","更にマンドラゴラ、ドキドキノコが食べられる。","Additionally lets you digest mandragoras and exciteshrooms."
"道具使用強化","アイテム使用強化","Item Prolonger","延長部分道具的效果時間。","一部のアイテムの効果時間が長くなる。","Extends the duration of some item effects.","1","效果時間1.1倍。","効果時間1.1倍。","Item effect duration +10%"
"道具使用強化","アイテム使用強化","Item Prolonger","延長部分道具的效果時間。","一部のアイテムの効果時間が長くなる。","Extends the duration of some item effects.","2","效果時間1.25倍。","効果時間1.25倍。","Item effect duration +25%"
"道具使用強化","アイテム使用強化","Item Prolonger","延長部分道具的效果時間。","一部のアイテムの効果時間が長くなる。","Extends the duration of some item effects.","3","效果時間1.5倍。","効果時間1.5倍。","Item effect duration +50%"
"廣域化","広域化","Wide-Range","使用部分道具時的效果，對在一定範圍內的同伴也會有作用。","一部のアイテムを使用した時の効果が一定範囲内の仲間にも作用する。","Allows the effects of certain items to also affect nearby allies.","1","給予周圍的同伴1/3的效果。","効果の1／3を周囲の仲間にも与える。","Items affect nearby allies with 33% of their efficacy."
"廣域化","広域化","Wide-Range","使用部分道具時的效果，對在一定範圍內的同伴也會有作用。","一部のアイテムを使用した時の効果が一定範囲内の仲間にも作用する。","Allows the effects of certain items to also affect nearby allies.","2","給予大範圍內的同伴1/3的效果。","効果の1／3を広い範囲の仲間にも与える。","Items affect nearby allies in a wider radius with 33% of their efficacy."
"廣域化","広域化","Wide-Range","使用部分道具時的效果，對在一定範圍內的同伴也會有作用。","一部のアイテムを使用した時の効果が一定範囲内の仲間にも作用する。","Allows the effects of certain items to also affect nearby allies.","3","給予大範圍內的同伴2/3的效果。","効果の2／3を広い範囲の仲間にも与える。","Items affect nearby allies in a wider radius with 66% of their efficacy."
"廣域化","広域化","Wide-Range","使用部分道具時的效果，對在一定範圍內的同伴也會有作用。","一部のアイテムを使用した時の効果が一定範囲内の仲間にも作用する。","Allows the effects of certain items to also affect nearby allies.","4","給予極大範圍內的同伴2/3的效果。","効果の2／3をかなり広い範囲の仲間にも与える。","Items affect nearby allies in a much wider radius with 66% of their efficacy."
"廣域化","広域化","Wide-Range","使用部分道具時的效果，對在一定範圍內的同伴也會有作用。","一部のアイテムを使用した時の効果が一定範囲内の仲間にも作用する。","Allows the effects of certain items to also affect nearby allies.","5","給予極大範圍內的同伴同樣的效果。","そのままの効果をかなり広い範囲の仲間にも与える。","Items affect nearby allies in a much wider radius with full efficacy."
"滿足感","満足感","Free Meal","食用、飲用類的道具有一定的機率可再次使用。","食べたり飲んだりするアイテムが一定の確率で、もう一度使える。","Gives you a predetermined chance of consuming a food or drink item for free.","1","效果發動機率10%。","効果発動確率10%。","Activates 10% of the time."
"滿足感","満足感","Free Meal","食用、飲用類的道具有一定的機率可再次使用。","食べたり飲んだりするアイテムが一定の確率で、もう一度使える。","Gives you a predetermined chance of consuming a food or drink item for free.","2","效果發動機率25%。","効果発動確率25%。","Activates 25% of the time."
"滿足感","満足感","Free Meal","食用、飲用類的道具有一定的機率可再次使用。","食べたり飲んだりするアイテムが一定の確率で、もう一度使える。","Gives you a predetermined chance of consuming a food or drink item for free.","3","效果發動機率45%。","効果発動確率45%。","Activates 45% of the time."
"火場怪力","火事場力","Heroics","體力在最大值的35%以下時，防禦力與攻擊力會提升。","体力が最大値の35%以下の時に防御力と攻撃力が上がる。","Increases attack power and defense when health drops to 35% or lower.","1","技能發動時，防禦力+50。","スキル発動中、防御力+50。","While active, increases defense by 50 points."
"火場怪力","火事場力","Heroics","體力在最大值的35%以下時，防禦力與攻擊力會提升。","体力が最大値の35%以下の時に防御力と攻撃力が上がる。","Increases attack power and defense when health drops to 35% or lower.","2","技能發動時，攻擊力1.05倍防禦力+50。","スキル発動中、攻撃力1.05倍防御力+50。","Attack +5% and defense +50 while active."
"火場怪力","火事場力","Heroics","體力在最大值的35%以下時，防禦力與攻擊力會提升。","体力が最大値の35%以下の時に防御力と攻撃力が上がる。","Increases attack power and defense when health drops to 35% or lower.","3","技能發動時，攻擊力1.05倍防禦力+100。","スキル発動中、攻撃力1.05倍防御力+100。","Attack +5% and defense +100 while active."
"火場怪力","火事場力","Heroics","體力在最大值的35%以下時，防禦力與攻擊力會提升。","体力が最大値の35%以下の時に防御力と攻撃力が上がる。","Increases attack power and defense when health drops to 35% or lower.","4","技能發動時，攻擊力1.1倍防禦力+100。","スキル発動中、攻撃力1.1倍防御力+100。","Attack +10% and defense +100 while active."
"火場怪力","火事場力","Heroics","體力在最大值的35%以下時，防禦力與攻擊力會提升。","体力が最大値の35%以下の時に防御力と攻撃力が上がる。","Increases attack power and defense when health drops to 35% or lower.","5","技能發動時，攻擊力1.3倍無提升防禦力效果。","スキル発動中、攻撃力1.3倍防御力上昇効果は無くなる。","While active, attack power +30% and defense-increasing effects are negated."
"不屈","不屈","Fortify","每次力竭倒下後，攻擊力與防禦力就會提升。(在部分任務無效，最多發動2次)。","力尽きる度に攻撃力と防御力が上がる。(一部クエストでは無効、最大2回まで)。","Increases your attack and defense when you fall in battle. (Disabled for some quests. Can be activated twice.)","1","每次攻擊力1.1倍、防禦力1.15倍。","1回毎に攻撃力1.1倍、防御力1.15倍。","Increases attack by 10% and defense by 15% with each use."
"減輕膽怯","ひるみ軽減","Flinch Free","減輕受到小傷害時的反作用力。","小ダメージ時のリアクションを軽減する。","Prevents knockbacks and other reactions to small damage.","1","使後仰無效。","のけぞりを無効化。","Prevents knockbacks."
"減輕膽怯","ひるみ軽減","Flinch Free","減輕受到小傷害時的反作用力。","小ダメージ時のリアクションを軽減する。","Prevents knockbacks and other reactions to small damage.","2","使後仰無效。將屁股著地減輕為後仰狀態。","のけぞりを無効化。しりもちをのけぞりに軽減する。","Prevents knockbacks. Tripping is reduced to a knockback instead."
"減輕膽怯","ひるみ軽減","Flinch Free","減輕受到小傷害時的反作用力。","小ダメージ時のリアクションを軽減する。","Prevents knockbacks and other reactions to small damage.","3","使後仰、屁股著地無效。","のけぞり、しりもちを無効化。","Prevents knockbacks and tripping."
"跳躍鐵人","ジャンプ鉄人","Jump Master","跳躍中即使遭受攻擊，也不會後仰。","ジャンプ中に攻撃を受けても、のけぞらなくなる。","Prevents attacks from knocking you back during a jump.","1","跳躍中，後仰無效。","ジャンプ中、のけぞり無効。","Negates knockback during jumps."
"剝取鐵人","剥ぎ取り鉄人","Carving Pro","剝取中即使遭受攻擊，也不會被擊飛。","剥ぎ取り中に攻撃を受けてもふきとばなくなる。","Prevents knockback from attacks while carving.","1","發動技能效果。","スキル効果発動。","Activates skill effect."
"飢餓耐性","腹減り耐性","Hunger Resistance","可抑制隨著時間經過，耐力計量表最大值的減少。","時間経過による、スタミナゲージの最大値の減少を抑える。","Reduces maximum stamina depletion over time.","1","耐力減少的間隔時間延長50%。","減少までの時間を50%延長。","Extends the time until your stamina cap reduces by 50%."
"飢餓耐性","腹減り耐性","Hunger Resistance","可抑制隨著時間經過，耐力計量表最大值的減少。","時間経過による、スタミナゲージの最大値の減少を抑える。","Reduces maximum stamina depletion over time.","2","耐力減少的間隔時間延長100%。","減少までの時間を100%延長。","Extends the time until your stamina cap reduces by 100%."
"飢餓耐性","腹減り耐性","Hunger Resistance","可抑制隨著時間經過，耐力計量表最大值的減少。","時間経過による、スタミナゲージの最大値の減少を抑える。","Reduces maximum stamina depletion over time.","3","耐力最大值不會減少。","スタミナ最大値の減少を無効化。","Prevents your stamina cap from decreasing."
"飛身躍入","飛び込み","Leap of Faith","可朝著大型魔物進行跳躍迴避。同時會延長飛躍距離。","大型モンスターに向かってジャンプ回避ができるようになる。また、飛距離も延びる。","Allows you to do a dive-evade when facing towards large monsters, and extends the dive-evade distance.","1","可發動技能。","スキル発動可能。","Enables skill use."
"佯攻","陽動","Diversion","攻擊擊中時，能更加吸引魔物的注意。","攻撃を当てたとき、モンスターの注意をより強く引くようになる。","Increases the attention drawn when attacking a monster.","1","發動技能效果。","スキル効果発動。","Activates skill effect."
"騎乘名人","乗り名人","Master Mounter","令操龍技巧更加熟練。","モンスターの操竜が上手くなる。","Improves your Wyvern Riding skills.","1","使操龍計量表更容易累積，並更容易進行迴避反擊。","操竜ゲージが溜まりやすくなり回避カウンターが取りやすくなる。","Makes filling the Riding Gauge easier and increases ease of parrying."
"霞皮之恩惠","霞皮の恩恵","Chameleos Blessing","獲得古龍──霞龍之力。","古龍オオナズチの力を得る。","Gain the power of the elder dragon Chameleos.","1","低機率提升鬼火鳥的效果。","ヒトダマドリの効果を稀に増やす。","Sometimes increases the effects of Spiribirds."
"霞皮之恩惠","霞皮の恩恵","Chameleos Blessing","獲得古龍──霞龍之力。","古龍オオナズチの力を得る。","Gain the power of the elder dragon Chameleos.","2","追加使風壓【小】【大】無效。","更に風圧【小】【大】を無効化する。","Also negates minor and major wind pressure."
"霞皮之恩惠","霞皮の恩恵","Chameleos Blessing","獲得古龍──霞龍之力。","古龍オオナズチの力を得る。","Gain the power of the elder dragon Chameleos.","3","追加提高對魔物施毒的效果時間。","更にモンスターに与える毒の効果時間を高める。","Also extends the duration of your poison's effect on monsters."
"霞皮之恩惠","霞皮の恩恵","Chameleos Blessing","獲得古龍──霞龍之力。","古龍オオナズチの力を得る。","Gain the power of the elder dragon Chameleos.","4","追加使全部的風壓無效。","更に全ての風圧を無効化する。","Also negates all wind pressure."
"鋼殼之恩惠","鋼殻の恩恵","Kushala Blessing","獲得古龍──鋼龍之力。","古龍クシャルダオラの力を得る。","Gain the power of the elder dragon Kushala Daora.","1","水屬性與冰屬性攻擊值變為1.05倍。","水と氷の属性攻撃値を1.05倍にする。","Water and ice attack +5%"
"鋼殼之恩惠","鋼殻の恩恵","Kushala Blessing","獲得古龍──鋼龍之力。","古龍クシャルダオラの力を得る。","Gain the power of the elder dragon Kushala Daora.","2","水屬性與冰屬性攻擊值變為1.1倍。","水と氷の属性攻撃値を1.1倍にする。","Water and ice attack +10%"
"鋼殼之恩惠","鋼殻の恩恵","Kushala Blessing","獲得古龍──鋼龍之力。","古龍クシャルダオラの力を得る。","Gain the power of the elder dragon Kushala Daora.","3","追加體力會持續自動回復至計量表的最大值。","更に体力の自動回復が、ゲージの最大値まで継続する。","Also allows recovery to exceed the red portion of the health gauge."
"鋼殼之恩惠","鋼殻の恩恵","Kushala Blessing","獲得古龍──鋼龍之力。","古龍クシャルダオラの力を得る。","Gain the power of the elder dragon Kushala Daora.","4","追加使熱造成的傷害無效。","更に熱によるダメージを無効化する。","Also nullifies heat damage."
"炎鱗之恩惠","炎鱗の恩恵","Teostra Blessing","獲得古龍──炎王龍之力。","古龍テオ・テスカトルの力を得る。","Gain the power of the elder dragon Teostra.","1","火屬性攻擊值與爆破累積值變為1.05倍。","火の属性攻撃値と爆破の蓄積値を1.05倍にする。","Fire attack and blast buildup +5%"
"炎鱗之恩惠","炎鱗の恩恵","Teostra Blessing","獲得古龍──炎王龍之力。","古龍テオ・テスカトルの力を得る。","Gain the power of the elder dragon Teostra.","2","火屬性攻擊值與爆破累積值變為1.1倍。","火の属性攻撃値と爆破の蓄積値を1.1倍にする。","Fire attack and blast buildup +10%"
"炎鱗之恩惠","炎鱗の恩恵","Teostra Blessing","獲得古龍──炎王龍之力。","古龍テオ・テスカトルの力を得る。","Gain the power of the elder dragon Teostra.","3","進一步免於中毒、猛毒狀態。","更に毒と猛毒状態にならない。","Also prevents poison and venom."
"炎鱗之恩惠","炎鱗の恩恵","Teostra Blessing","獲得古龍──炎王龍之力。","古龍テオ・テスカトルの力を得る。","Gain the power of the elder dragon Teostra.","4","追加使偷竊無效。","更に盗みを無効化する。","Also negates theft."
"龍氣活化","龍気活性","Dragonheart","體力低於一定程度時，龍屬性會活化並傳遍全身。武器將失去龍屬性以外的效果。","体力が一定以下になると活性化した龍属性が全身を駆け巡る。武器は龍属性以外の効果を失う。","Draconic energy fills you after losing a certain amount of health. Weapons lose all non-dragon effects.","1","體力50%以下時，引發特殊的龍異常，所有屬性耐性變為30。","体力50%以下で特殊な龍やられを発症し全ての属性耐性が30になる。","When your health is at 50% or less, you contract dragonblight, and all elemental resistances are set to 30."
"龍氣活化","龍気活性","Dragonheart","體力低於一定程度時，龍屬性會活化並傳遍全身。武器將失去龍屬性以外的效果。","体力が一定以下になると活性化した龍属性が全身を駆け巡る。武器は龍属性以外の効果を失う。","Draconic energy fills you after losing a certain amount of health. Weapons lose all non-dragon effects.","2","體力50%以下時，引發特殊的龍異常，所有屬性耐性變為50。","体力50%以下で特殊な龍やられを発症し全ての属性耐性が50になる。","When your health is at 50% or less, you contract dragonblight, and all elemental resistances are set to 50."
"龍氣活化","龍気活性","Dragonheart","體力低於一定程度時，龍屬性會活化並傳遍全身。武器將失去龍屬性以外的效果。","体力が一定以下になると活性化した龍属性が全身を駆け巡る。武器は龍属性以外の効果を失う。","Draconic energy fills you after losing a certain amount of health. Weapons lose all non-dragon effects.","3","體力70%以下時，引發特殊的龍異常，所有屬性耐性變為50。","体力70%以下で特殊な龍やられを発症し全ての属性耐性が50になる。","When your health is at 70% or less, you contract dragonblight, and all elemental resistances are set to 50."
"龍氣活化","龍気活性","Dragonheart","體力低於一定程度時，龍屬性會活化並傳遍全身。武器將失去龍屬性以外的效果。","体力が一定以下になると活性化した龍属性が全身を駆け巡る。武器は龍属性以外の効果を失う。","Draconic energy fills you after losing a certain amount of health. Weapons lose all non-dragon effects.","4","體力70%以下時，引發特殊的龍異常，所有屬性耐性變為50，攻擊力變為1.05倍。","体力70%以下で特殊な龍やられを発症し全ての属性耐性が50になり、攻撃力1.05倍。","Contract dragonblight when at 70% health or less. Sets Elemental resistances to 50 and gain +5% attack power."
"龍氣活化","龍気活性","Dragonheart","體力低於一定程度時，龍屬性會活化並傳遍全身。武器將失去龍屬性以外的效果。","体力が一定以下になると活性化した龍属性が全身を駆け巡る。武器は龍属性以外の効果を失う。","Draconic energy fills you after losing a certain amount of health. Weapons lose all non-dragon effects.","5","體力80%以下時，引發特殊的龍異常，所有屬性耐性變為50，攻擊力變為1.1倍。","体力80%以下で特殊な龍やられを発症し全ての属性耐性が50になり、攻撃力1.1倍。","Contract dragonblight when at 80% health or less. Sets Elemental resistances to 50 and gain +10% attack power."
"翔蟲能手","翔蟲使い","Wirebug Whisperer","令使用翔蟲的技巧更加熟練。","翔蟲の扱いが上手くなる。","Improves your handling of Wirebugs.","1","野生翔蟲的可使用時間變為1.3倍。","野生の翔蟲の使用可能時間が1.3倍になる。","Extends the duration you can keep a Wirebug by 30%."
"翔蟲能手","翔蟲使い","Wirebug Whisperer","令使用翔蟲的技巧更加熟練。","翔蟲の扱いが上手くなる。","Improves your handling of Wirebugs.","2","額外提升翔蟲受身的回復速度。","更に翔蟲受け身の回復速度上昇。","Also increases Wirefall recovery rate."
"翔蟲能手","翔蟲使い","Wirebug Whisperer","令使用翔蟲的技巧更加熟練。","翔蟲の扱いが上手くなる。","Improves your handling of Wirebugs.","3","額外提升在地面時的回復速度。","更に地上時は回復速度上昇。","Also increases passive recovery rate while on the ground."
"飛簷走壁","壁面移動","Wall Runner","在壁面上奔跑時的耐力消耗減少。","壁を走るときのスタミナ消費が軽減される。","Reduces stamina consumption when running on walls.","1","在壁面上奔跑時的耐力消耗減少25%。","壁走り時のスタミナ消費が25%軽減される。","Reduces stamina consumption by 25% while wall running."
"飛簷走壁","壁面移動","Wall Runner","在壁面上奔跑時的耐力消耗減少。","壁を走るときのスタミナ消費が軽減される。","Reduces stamina consumption when running on walls.","2","在壁面上奔跑時的耐力消耗減少50%。","壁走り時のスタミナ消費が50%軽減される。","Reduces stamina consumption by 50% while wall running."
"飛簷走壁","壁面移動","Wall Runner","在壁面上奔跑時的耐力消耗減少。","壁を走るときのスタミナ消費が軽減される。","Reduces stamina consumption when running on walls.","3","在壁面上奔跑後，額外提升攻擊力一段時間。","更に、壁走りを行うことで、一定時間攻撃力が上がる。","Also temporarily increases attack power by wall running."
"逆襲","逆襲","Counterstrike","遭到擊飛後，提升攻擊力一段時間。","ふきとばされた後は、一定時間攻撃力が上がる。","Temporarily increases attack power after being knocked back.","1","技能發動後，攻擊力+10。","スキル発動後、攻撃力+10。","Attack +10 after activation."
"逆襲","逆襲","Counterstrike","遭到擊飛後，提升攻擊力一段時間。","ふきとばされた後は、一定時間攻撃力が上がる。","Temporarily increases attack power after being knocked back.","2","技能發動後，攻擊力+15。","スキル発動後、攻撃力+15。","Attack +15 after activation."
"逆襲","逆襲","Counterstrike","遭到擊飛後，提升攻擊力一段時間。","ふきとばされた後は、一定時間攻撃力が上がる。","Temporarily increases attack power after being knocked back.","3","技能發動後，攻擊力+25。","スキル発動後、攻撃力+25。","Attack +25 after activation."
"高速變形","高速変形","Rapid Morph","斬擊斧與充能斧的變形動作速度加快，且傷害提升。","スラッシュアックスとチャージアックスの変形アクションの速度と火力が上昇。","Increases switch speed and power for switch axes and charge blades.","1","速度變為1.1倍。","速度が1.1倍になる。","Speed +10%"
"高速變形","高速変形","Rapid Morph","斬擊斧與充能斧的變形動作速度加快，且傷害提升。","スラッシュアックスとチャージアックスの変形アクションの速度と火力が上昇。","Increases switch speed and power for switch axes and charge blades.","2","速度變為1.2倍，變形攻擊的傷害變為1.1倍。","速度が1.2倍になり、変形攻撃のダメージが1.1倍になる。","Speed +20% Morph attack damage +10%"
"高速變形","高速変形","Rapid Morph","斬擊斧與充能斧的變形動作速度加快，且傷害提升。","スラッシュアックスとチャージアックスの変形アクションの速度と火力が上昇。","Increases switch speed and power for switch axes and charge blades.","3","速度變為1.3倍，變形攻擊的傷害變為1.2倍。","速度が1.3倍になり、変形攻撃のダメージが1.2倍になる。","Speed +30% Morph attack damage +20%"
"鬼火纏身","鬼火纏","Hellfire Cloak","擁有對抗鬼火的耐性，且滿足一定條件後，身上會包覆鬼火，並將爆炸化為攻擊手段。","鬼火への耐性を得て、一定の条件を満たすと、鬼火を纏い爆発を攻撃に転用する。","Grants hellfire resistance and confers explosive hellfire power to your attacks after fulfilling certain conditions.","1","減少因鬼火而受到的傷害。","鬼火によって受けるダメージを減少する。","Reduces damage from hellfire."
"鬼火纏身","鬼火纏","Hellfire Cloak","擁有對抗鬼火的耐性，且滿足一定條件後，身上會包覆鬼火，並將爆炸化為攻擊手段。","鬼火への耐性を得て、一定の条件を満たすと、鬼火を纏い爆発を攻撃に転用する。","Grants hellfire resistance and confers explosive hellfire power to your attacks after fulfilling certain conditions.","2","增加以鬼火爆炸造成的傷害。","鬼火爆発で与えるダメージを増加する。","Increases damage from hellfire blasts."
"鬼火纏身","鬼火纏","Hellfire Cloak","擁有對抗鬼火的耐性，且滿足一定條件後，身上會包覆鬼火，並將爆炸化為攻擊手段。","鬼火への耐性を得て、一定の条件を満たすと、鬼火を纏い爆発を攻撃に転用する。","Grants hellfire resistance and confers explosive hellfire power to your attacks after fulfilling certain conditions.","3","魔物憤怒時，自動引發鬼火異常。","モンスター怒り時に自動で鬼火やられを発症する。","Inflicts hellfireblight when monsters are enraged."
"鬼火纏身","鬼火纏","Hellfire Cloak","擁有對抗鬼火的耐性，且滿足一定條件後，身上會包覆鬼火，並將爆炸化為攻擊手段。","鬼火への耐性を得て、一定の条件を満たすと、鬼火を纏い爆発を攻撃に転用する。","Grants hellfire resistance and confers explosive hellfire power to your attacks after fulfilling certain conditions.","4","魔物憤怒結束後，效果仍會持續1分鐘。","モンスターの怒り終了後も効果が1分持続。","Effect persists for one minute after a monster's rage has subsided."
"風紋一致","風紋の一致","Wind Alignment","獲得古龍──風神龍之力。","古龍イブシマキヒコの力を得る。","Gain the power of the elder dragon Wind Serpent Ibushi.","1","龍耐性+1。","龍耐性+1。","Dragon resistance +1"
"風紋一致","風紋の一致","Wind Alignment","獲得古龍──風神龍之力。","古龍イブシマキヒコの力を得る。","Gain the power of the elder dragon Wind Serpent Ibushi.","2","龍耐性+2。","龍耐性+2。","Dragon resistance +2"
"風紋一致","風紋の一致","Wind Alignment","獲得古龍──風神龍之力。","古龍イブシマキヒコの力を得る。","Gain the power of the elder dragon Wind Serpent Ibushi.","3","龍耐性+3。","龍耐性+3。","Dragon resistance +3"
"風紋一致","風紋の一致","Wind Alignment","獲得古龍──風神龍之力。","古龍イブシマキヒコの力を得る。","Gain the power of the elder dragon Wind Serpent Ibushi.","4","龍耐性+4。","龍耐性+4。","Dragon resistance +4"
"風紋一致","風紋の一致","Wind Alignment","獲得古龍──風神龍之力。","古龍イブシマキヒコの力を得る。","Gain the power of the elder dragon Wind Serpent Ibushi.","5","額外獲得強運效果。","更に強運の効果を得る。","Also grants Great Luck."
"雷紋一致","雷紋の一致","Thunder Alignment","獲得古龍──雷神龍之力。","古龍ナルハタタヒメの力を得る。","Gain the power of the elder dragon Thunder Serpent Narwa.","1","雷耐性+1。","雷耐性+1。","Thunder resistance +1"
"雷紋一致","雷紋の一致","Thunder Alignment","獲得古龍──雷神龍之力。","古龍ナルハタタヒメの力を得る。","Gain the power of the elder dragon Thunder Serpent Narwa.","2","雷耐性+2。","雷耐性+2。","Thunder resistance +2"
"雷紋一致","雷紋の一致","Thunder Alignment","獲得古龍──雷神龍之力。","古龍ナルハタタヒメの力を得る。","Gain the power of the elder dragon Thunder Serpent Narwa.","3","雷耐性+3。","雷耐性+3。","Thunder resistance +3"
"雷紋一致","雷紋の一致","Thunder Alignment","獲得古龍──雷神龍之力。","古龍ナルハタタヒメの力を得る。","Gain the power of the elder dragon Thunder Serpent Narwa.","4","雷耐性+4。","雷耐性+4。","Thunder resistance +4"
"雷紋一致","雷紋の一致","Thunder Alignment","獲得古龍──雷神龍之力。","古龍ナルハタタヒメの力を得る。","Gain the power of the elder dragon Thunder Serpent Narwa.","5","額外獲得強運效果。","更に強運の効果を得る。","Also grants Great Luck."
"風雷合一","風雷の合一","Stormsoul","強化雷屬性與龍屬性，並提升技能效果。","雷と龍属性を強化し、スキル効果を上昇させる。","Strengthens thunder and dragon power and improves skills of the same elements.","1","雷屬性與龍屬性攻擊值變為1.05倍。","雷と龍の属性攻撃値を1.05倍にする。","Thunder and dragon attack +5%"
"風雷合一","風雷の合一","Stormsoul","強化雷屬性與龍屬性，並提升技能效果。","雷と龍属性を強化し、スキル効果を上昇させる。","Strengthens thunder and dragon power and improves skills of the same elements.","2","雷屬性與龍屬性攻擊值變為1.1倍。","雷と龍の属性攻撃値を1.1倍にする。","Thunder and dragon attack +10%"
"風雷合一","風雷の合一","Stormsoul","強化雷屬性與龍屬性，並提升技能效果。","雷と龍属性を強化し、スキル効果を上昇させる。","Strengthens thunder and dragon power and improves skills of the same elements.","3","雷屬性與龍屬性攻擊值變為1.15倍。","雷と龍の属性攻撃値を1.15倍にする。","Thunder and dragon attack +15%"
"風雷合一","風雷の合一","Stormsoul","強化雷屬性與龍屬性，並提升技能效果。","雷と龍属性を強化し、スキル効果を上昇させる。","Strengthens thunder and dragon power and improves skills of the same elements.","4","本技能以外的防具技能等級額外+1。","更にこのスキル以外の防具のスキルレベルを+1する。","Also increases level of other skills by +1."
"風雷合一","風雷の合一","Stormsoul","強化雷屬性與龍屬性，並提升技能效果。","雷と龍属性を強化し、スキル効果を上昇させる。","Strengthens thunder and dragon power and improves skills of the same elements.","5","本技能以外的防具技能等級額外再+1。","更にこのスキル以外の防具のスキルレベルをもう+1する。","Also increases level of other skills by +1 (stacks with previous bonus)."
